Source,Type,Target,Weight
danmark,undirected,lukasevangeli,10
danmark,undirected,det vilde hav,1
cambodja,undirected,lukasevangeli,1
lukasevangeli,undirected,roskild,1
det vilde hav,undirected,lukasevangeli,1
cambodja,undirected,roskild,1
cambodja,undirected,det vilde hav,1
det vilde hav,undirected,roskild,1
usa,undirected,vest,9
nydansk,undirected,usa,2
ledøjesmørum,undirected,usa,1
nydansk,undirected,vest,1
ledøjesmørum,undirected,vest,1
ledøjesmørum,undirected,nydansk,1
egypt,undirected,guldkalv,3
egypt,undirected,jord,49
egypt,undirected,new york,1
egypt,undirected,nic,1
egypt,undirected,moriabjerg,1
guldkalv,undirected,jord,1
guldkalv,undirected,new york,2
guldkalv,undirected,nic,1
guldkalv,undirected,moriabjerg,1
jord,undirected,new york,6
jord,undirected,nic,5
jord,undirected,moriabjerg,1
new york,undirected,nic,1
moriabjerg,undirected,new york,1
moriabjerg,undirected,nic,1
a og b,undirected,ledøj,1
frederikssund,undirected,ledøj,1
himmer,undirected,ledøj,1
jord,undirected,ledøj,1
ledøj,undirected,skjern å,1
ledøj,undirected,smørum,1
a og b,undirected,frederikssund,1
a og b,undirected,himmer,1
a og b,undirected,jord,1
a og b,undirected,skjern å,1
a og b,undirected,smørum,1
frederikssund,undirected,himmer,1
frederikssund,undirected,jord,1
frederikssund,undirected,skjern å,1
frederikssund,undirected,smørum,1
himmer,undirected,skjern å,1
himmer,undirected,smørum,1
jord,undirected,skjern å,1
jord,undirected,smørum,1
skjern å,undirected,smørum,1
jerusalem,undirected,skærtorsdag,7
galilæa,undirected,skærtorsdag,2
galilæa,undirected,markusevangeli,4
markusevangeli,undirected,skærtorsdag,1
bibl,undirected,jerusalem,17
babylon,undirected,det hellige land,1
det hellige land,undirected,thy,1
det hellige land,undirected,kirkehøjskol,1
det hellige land,undirected,israel,7
det hellige land,undirected,siloa,1
babylon,undirected,thy,1
babylon,undirected,kirkehøjskol,1
babylon,undirected,siloa,1
kirkehøjskol,undirected,thy,1
israel,undirected,thy,3
siloa,undirected,thy,1
israel,undirected,kirkehøjskol,2
kirkehøjskol,undirected,siloa,1
israel,undirected,siloa,5
durakkord,undirected,kirkeår,1
durakkord,undirected,jord,1
betlehem,undirected,bibl,6
betlehem,undirected,vestbred,4
bibl,undirected,nazar,3
bibl,undirected,vestbred,1
nazar,undirected,vestbred,2
jerusalem,undirected,lukasevangeli,22
amag,undirected,trinitatis kirk,1
fyn,undirected,trinitatis kirk,1
københavn,undirected,trinitatis kirk,1
lazarus,undirected,trinitatis kirk,1
amag,undirected,fyn,1
amag,undirected,københavn,1
amag,undirected,lazarus,1
fyn,undirected,københavn,1
fyn,undirected,lazarus,4
københavn,undirected,lazarus,3
midtjysk,undirected,zoo,1
danmark,undirected,zoo,1
zoo,undirected,zoologisk hav,2
frederiksberg,undirected,zoo,1
det åbne hav,undirected,zoo,1
silkeborg,undirected,zoo,1
tyskland,undirected,zoo,1
paradis,undirected,zoo,2
danmark,undirected,midtjysk,1
midtjysk,undirected,zoologisk hav,1
frederiksberg,undirected,midtjysk,1
det åbne hav,undirected,midtjysk,1
midtjysk,undirected,silkeborg,1
midtjysk,undirected,tyskland,1
midtjysk,undirected,paradis,1
danmark,undirected,zoologisk hav,2
danmark,undirected,frederiksberg,4
danmark,undirected,det åbne hav,1
danmark,undirected,silkeborg,3
danmark,undirected,paradis,81
frederiksberg,undirected,zoologisk hav,1
det åbne hav,undirected,zoologisk hav,1
silkeborg,undirected,zoologisk hav,1
tyskland,undirected,zoologisk hav,1
paradis,undirected,zoologisk hav,2
det åbne hav,undirected,frederiksberg,1
frederiksberg,undirected,silkeborg,1
frederiksberg,undirected,tyskland,1
frederiksberg,undirected,paradis,2
det åbne hav,undirected,silkeborg,1
det åbne hav,undirected,tyskland,1
det åbne hav,undirected,paradis,1
silkeborg,undirected,tyskland,1
paradis,undirected,silkeborg,1
paradis,undirected,tyskland,8
israels hus,undirected,mellemøst,3
himmer,undirected,mellemøst,8
mellemøst,undirected,sidon,2
mellemøst,undirected,tyrus,3
israel,undirected,mellemøst,36
himmer,undirected,israels hus,2
israels hus,undirected,sidon,6
israels hus,undirected,tyrus,7
himmer,undirected,sidon,1
himmer,undirected,tyrus,1
danmark,undirected,himmer,43
danmark,undirected,sidon,5
israel,undirected,sidon,13
danmark,undirected,tyrus,3
israel,undirected,tyrus,10
herberg,undirected,jordanflod,3
jordanflod,undirected,nazar,9
herberg,undirected,nazar,6
jord,undirected,jordanflod,42
jerusalem,undirected,jordanflod,47
ezekiel,undirected,johannesevangeli,1
det gamle testament,undirected,københavns universit,2
grønland,undirected,københavns universit,1
borneo,undirected,københavns universit,1
afrika,undirected,københavns universit,2
det gamle testament,undirected,grønland,2
borneo,undirected,det gamle testament,1
afrika,undirected,det gamle testament,13
borneo,undirected,grønland,1
afrika,undirected,borneo,1
grønland,undirected,jord,8
jord,undirected,kina,18
jord,undirected,nuuk,1
grønland,undirected,kina,3
danmark,undirected,grønland,13
grønland,undirected,nuuk,2
kina,undirected,nuuk,1
danmark,undirected,nuuk,2
himmer,undirected,johannesbrev,1
det allerhelligste flæng,undirected,jerusalem,1
det allerhelligste flæng,undirected,golgata,1
berlinmur,undirected,det allerhelligste flæng,1
det allerhelligste flæng,undirected,haderslev stift,1
det allerhelligste flæng,undirected,israel,1
den hellige by,undirected,det allerhelligste flæng,1
det allerhelligste flæng,undirected,persona non grata,1
det allerhelligste flæng,undirected,lund,1
det allerhelligste flæng,undirected,israelpalæstina,1
golgata,undirected,jerusalem,66
berlinmur,undirected,jerusalem,4
haderslev stift,undirected,jerusalem,1
jerusalem,undirected,persona non grata,1
jerusalem,undirected,lund,2
israelpalæstina,undirected,jerusalem,1
berlinmur,undirected,golgata,1
golgata,undirected,haderslev stift,1
golgata,undirected,israel,19
den hellige by,undirected,golgata,2
golgata,undirected,persona non grata,1
golgata,undirected,lund,1
golgata,undirected,israelpalæstina,1
berlinmur,undirected,haderslev stift,1
berlinmur,undirected,israel,2
berlinmur,undirected,den hellige by,1
berlinmur,undirected,persona non grata,1
berlinmur,undirected,lund,1
berlinmur,undirected,israelpalæstina,1
haderslev stift,undirected,israel,2
den hellige by,undirected,haderslev stift,1
haderslev stift,undirected,persona non grata,1
haderslev stift,undirected,lund,1
haderslev stift,undirected,israelpalæstina,1
israel,undirected,persona non grata,1
israel,undirected,lund,2
israel,undirected,israelpalæstina,1
den hellige by,undirected,persona non grata,1
den hellige by,undirected,lund,1
den hellige by,undirected,israelpalæstina,1
lund,undirected,persona non grata,1
israelpalæstina,undirected,persona non grata,1
israelpalæstina,undirected,lund,1
brorsonskirk,undirected,nazareth,1
nazareth,undirected,våbenhus,2
jerusalem,undirected,nazareth,135
københavn,undirected,nazareth,12
den danske folkekirk,undirected,nazareth,1
ledøje kirk,undirected,nazareth,1
brorsonskirk,undirected,våbenhus,1
brorsonskirk,undirected,jerusalem,1
brorsonskirk,undirected,danmark,1
brorsonskirk,undirected,københavn,2
brorsonskirk,undirected,den danske folkekirk,1
brorsonskirk,undirected,ledøje kirk,1
jerusalem,undirected,våbenhus,5
danmark,undirected,våbenhus,3
københavn,undirected,våbenhus,1
den danske folkekirk,undirected,våbenhus,1
ledøje kirk,undirected,våbenhus,1
den danske folkekirk,undirected,jerusalem,10
jerusalem,undirected,ledøje kirk,1
danmark,undirected,københavn,90
danmark,undirected,den danske folkekirk,8
den danske folkekirk,undirected,københavn,1
københavn,undirected,ledøje kirk,1
den danske folkekirk,undirected,ledøje kirk,1
ezekiel,undirected,kabul,1
australi,undirected,kabul,1
kabul,undirected,rusland,1
australi,undirected,ezekiel,1
ezekiel,undirected,rusland,1
australi,undirected,rusland,1
herlev,undirected,newtown,1
hvidovr,undirected,newtown,1
betlehem,undirected,newtown,2
esaja,undirected,newtown,1
jord,undirected,newtown,1
newtown,undirected,norg,1
bibl,undirected,newtown,1
newtown,undirected,paradisets hav,1
herlev,undirected,hvidovr,1
betlehem,undirected,herlev,1
esaja,undirected,herlev,1
herlev,undirected,jord,4
herlev,undirected,norg,1
bibl,undirected,herlev,1
herlev,undirected,paradisets hav,1
betlehem,undirected,hvidovr,1
esaja,undirected,hvidovr,1
hvidovr,undirected,jord,1
hvidovr,undirected,norg,1
bibl,undirected,hvidovr,1
hvidovr,undirected,paradisets hav,1
betlehem,undirected,esaja,2
betlehem,undirected,norg,11
betlehem,undirected,paradisets hav,6
esaja,undirected,jord,5
esaja,undirected,norg,1
bibl,undirected,esaja,1
esaja,undirected,paradisets hav,1
jord,undirected,norg,25
jord,undirected,paradisets hav,28
bibl,undirected,norg,2
norg,undirected,paradisets hav,2
bibl,undirected,paradisets hav,4
den muslimske verd,undirected,nazareth,1
jomfrufødsl,undirected,nazareth,1
jordanflod,undirected,nazareth,11
kairo,undirected,nazareth,1
nazareth,undirected,norg,2
nazareth,undirected,new york,1
afghanistan,undirected,nazareth,2
nazareth,undirected,utøya,1
israelpalæstina,undirected,nazareth,1
den muslimske verd,undirected,jomfrufødsl,1
den muslimske verd,undirected,jordanflod,1
den muslimske verd,undirected,kairo,1
den muslimske verd,undirected,norg,1
den muslimske verd,undirected,new york,1
afghanistan,undirected,den muslimske verd,1
den muslimske verd,undirected,utøya,1
den muslimske verd,undirected,israelpalæstina,1
jomfrufødsl,undirected,jordanflod,1
jomfrufødsl,undirected,kairo,1
jomfrufødsl,undirected,norg,1
jomfrufødsl,undirected,new york,1
afghanistan,undirected,jomfrufødsl,1
jomfrufødsl,undirected,utøya,1
israelpalæstina,undirected,jomfrufødsl,1
jordanflod,undirected,kairo,1
jordanflod,undirected,norg,1
jordanflod,undirected,new york,1
afghanistan,undirected,jordanflod,2
jordanflod,undirected,utøya,1
israelpalæstina,undirected,jordanflod,1
kairo,undirected,norg,1
kairo,undirected,new york,1
afghanistan,undirected,kairo,1
kairo,undirected,utøya,1
israelpalæstina,undirected,kairo,1
new york,undirected,norg,3
afghanistan,undirected,norg,3
norg,undirected,utøya,27
israelpalæstina,undirected,norg,1
new york,undirected,utøya,3
israelpalæstina,undirected,new york,1
afghanistan,undirected,utøya,3
afghanistan,undirected,israelpalæstina,1
israelpalæstina,undirected,utøya,1
egypt,undirected,lib,1
egypt,undirected,pins,6
babel,undirected,egypt,2
asi,undirected,egypt,2
egypt,undirected,sorø,1
egypt,undirected,pamfyli,2
egypt,undirected,københavn,6
egypt,undirected,pontus,2
egypt,undirected,frygi,2
egypt,undirected,judæa,6
egypt,undirected,mesopotami,4
egypt,undirected,kappadoki,2
lib,undirected,pins,1
babel,undirected,lib,1
asi,undirected,lib,1
lib,undirected,sorø,1
lib,undirected,pamfyli,1
københavn,undirected,lib,1
lib,undirected,pontus,1
frygi,undirected,lib,1
judæa,undirected,lib,1
lib,undirected,mesopotami,1
kappadoki,undirected,lib,1
babel,undirected,pins,11
asi,undirected,pins,1
pins,undirected,sorø,1
pamfyli,undirected,pins,2
københavn,undirected,pins,7
pins,undirected,pontus,1
frygi,undirected,pins,2
judæa,undirected,pins,4
mesopotami,undirected,pins,2
kappadoki,undirected,pins,3
asi,undirected,babel,2
babel,undirected,sorø,1
babel,undirected,pamfyli,2
babel,undirected,københavn,1
babel,undirected,pontus,2
babel,undirected,frygi,2
babel,undirected,judæa,2
babel,undirected,mesopotami,2
babel,undirected,kappadoki,2
asi,undirected,sorø,1
asi,undirected,pamfyli,2
asi,undirected,københavn,2
asi,undirected,pontus,2
asi,undirected,frygi,2
asi,undirected,judæa,4
asi,undirected,mesopotami,2
asi,undirected,kappadoki,3
pamfyli,undirected,sorø,1
københavn,undirected,sorø,1
pontus,undirected,sorø,1
frygi,undirected,sorø,1
judæa,undirected,sorø,1
mesopotami,undirected,sorø,1
kappadoki,undirected,sorø,1
københavn,undirected,pamfyli,1
pamfyli,undirected,pontus,2
frygi,undirected,pamfyli,3
judæa,undirected,pamfyli,2
mesopotami,undirected,pamfyli,3
kappadoki,undirected,pamfyli,3
københavn,undirected,pontus,1
frygi,undirected,københavn,1
judæa,undirected,københavn,6
københavn,undirected,mesopotami,1
kappadoki,undirected,københavn,1
frygi,undirected,pontus,2
judæa,undirected,pontus,2
mesopotami,undirected,pontus,2
kappadoki,undirected,pontus,2
frygi,undirected,judæa,2
frygi,undirected,mesopotami,3
frygi,undirected,kappadoki,3
judæa,undirected,mesopotami,2
judæa,undirected,kappadoki,4
kappadoki,undirected,mesopotami,3
himmer,undirected,rusland,2
det kristne håb,undirected,himmer,1
det kristne håb,undirected,rusland,1
egypt,undirected,nazareth,21
artaban,undirected,nazareth,2
golgata,undirected,nazareth,11
baltazar,undirected,nazareth,1
betlehem,undirected,egypt,51
artaban,undirected,egypt,4
baltazar,undirected,egypt,2
baltazar,undirected,betlehem,5
baltazar,undirected,jerusalem,6
artaban,undirected,golgata,1
artaban,undirected,kors,1
artaban,undirected,baltazar,2
baltazar,undirected,golgata,1
baltazar,undirected,kors,1
det evige liv,undirected,himmer,6
det evige liv,undirected,jord,30
det evige liv,undirected,det godes sid,1
det godes sid,undirected,himmer,1
det godes sid,undirected,jord,2
mindelund,undirected,paradis,2
hellerup,undirected,paradis,2
det hellige måltid,undirected,paradis,2
det hellige måltid,undirected,mindelund,2
det hellige måltid,undirected,hellerup,2
synagog,undirected,vesterbro,1
jerusalem,undirected,synagog,32
galilæa,undirected,synagog,8
det gamle testament,undirected,synagog,8
israel,undirected,synagog,25
nazar,undirected,synagog,28
jerusalem,undirected,vesterbro,3
galilæa,undirected,vesterbro,2
det gamle testament,undirected,vesterbro,3
israel,undirected,vesterbro,3
nazar,undirected,vesterbro,2
det gamle testament,undirected,galilæa,23
galilæa,undirected,israel,33
galilæa,undirected,nazar,30
det gamle testament,undirected,nazar,18
jord,undirected,rusland,17
paradisets hav,undirected,rig,2
europa,undirected,paradisets hav,3
bibl,undirected,rig,3
bibl,undirected,europa,2
europa,undirected,rig,4
betlehem,undirected,kosmo,3
himmer,undirected,kosmo,3
jord,undirected,kosmo,15
cambodja,undirected,kosmo,1
israel,undirected,kosmo,3
betlehem,undirected,cambodja,2
cambodja,undirected,himmer,1
cambodja,undirected,jord,3
cambodja,undirected,israel,1
ecstacy,undirected,pins,1
lukasevangeli,undirected,nudansk,2
jord,undirected,nudansk,3
alt,undirected,nudansk,1
jord,undirected,lukasevangeli,11
alt,undirected,lukasevangeli,1
alt,undirected,jord,1
askeonsdag,undirected,egypt,1
askeonsdag,undirected,københavn,1
atl,undirected,himmer,1
europa,undirected,himmer,8
atl,undirected,jord,1
atl,undirected,europa,1
himmer,undirected,nivaagaard museum,1
mount everest,undirected,thailand,1
filippin,undirected,kosmo,1
betlehem,undirected,filippin,2
filippin,undirected,himmer,3
babylon,undirected,filippin,1
filippin,undirected,tempelplads,1
det gamle testament,undirected,filippin,3
filippin,undirected,golgata,1
filippin,undirected,skt,1
de r,undirected,filippin,1
filippin,undirected,thranholm,1
babylon,undirected,kosmo,1
kosmo,undirected,tempelplads,1
det gamle testament,undirected,kosmo,3
golgata,undirected,kosmo,1
kosmo,undirected,skt,1
de r,undirected,kosmo,1
kosmo,undirected,thranholm,1
betlehem,undirected,tempelplads,1
betlehem,undirected,det gamle testament,40
betlehem,undirected,skt,3
betlehem,undirected,de r,1
betlehem,undirected,thranholm,1
babylon,undirected,himmer,2
himmer,undirected,tempelplads,2
det gamle testament,undirected,himmer,22
golgata,undirected,himmer,4
himmer,undirected,skt,4
de r,undirected,himmer,1
himmer,undirected,thranholm,1
babylon,undirected,tempelplads,1
babylon,undirected,det gamle testament,9
babylon,undirected,golgata,2
babylon,undirected,skt,1
babylon,undirected,de r,1
babylon,undirected,thranholm,1
det gamle testament,undirected,tempelplads,1
golgata,undirected,tempelplads,1
skt,undirected,tempelplads,1
de r,undirected,tempelplads,1
tempelplads,undirected,thranholm,1
det gamle testament,undirected,golgata,11
det gamle testament,undirected,skt,1
de r,undirected,det gamle testament,1
det gamle testament,undirected,thranholm,1
golgata,undirected,skt,1
de r,undirected,golgata,1
golgata,undirected,thranholm,1
de r,undirected,skt,1
skt,undirected,thranholm,1
de r,undirected,thranholm,1
båd,undirected,rigshospital,1
båd,undirected,det åbne hav,1
det åbne hav,undirected,rigshospital,1
damaska,undirected,danmark,1
afghanistan,undirected,damaska,1
johannesevangeli,undirected,prolog,1
johannesevangeli,undirected,jord,47
golgata,undirected,johannesevangeli,3
johannesevangeli,undirected,kors,8
jord,undirected,prolog,1
golgata,undirected,prolog,1
kors,undirected,prolog,1
eva,undirected,nigeria,1
eva,undirected,grækenland,1
danmark,undirected,eva,3
eva,undirected,tyskland,1
europa,undirected,eva,1
grækenland,undirected,nigeria,3
danmark,undirected,nigeria,15
nigeria,undirected,tyskland,1
europa,undirected,nigeria,7
grækenland,undirected,tyskland,1
europa,undirected,tyskland,28
konfirmandhus,undirected,putin,1
konfirmandhus,undirected,usa,1
putin,undirected,usa,2
kærlighedens hænd,undirected,rig,1
danmark,undirected,kærlighedens hænd,1
det bibelske univ,undirected,paradisets hav,2
bibl,undirected,det bibelske univ,1
