Source,Type,Target,Weight
danmarks,undirected,hejnsvig,1
aarhus,undirected,hejnsvig,1
israel,undirected,nar,1
københavns,undirected,nar,1
damaskus,undirected,danmarks,1
det ny jerusalem,undirected,nazaret,1
grindsted kirkes,undirected,nazaret,1
det ny jerusalem,undirected,grindsted kirkes,1
getsemanne,undirected,kolind,1
jordan,undirected,kolind,1
halleluja,undirected,kolind,1
herlighedens,undirected,kolind,1
getsemanne,undirected,himlen,1
halleluja,undirected,himlen,1
herlighedens,undirected,himlen,2
danmark,undirected,halleluja,1
danmark,undirected,herlighedens,2
getsemanne,undirected,jordan,1
getsemanne,undirected,nazaret,1
getsemanne,undirected,halleluja,1
getsemanne,undirected,jerusalem,2
getsemanne,undirected,herlighedens,1
halleluja,undirected,jordan,1
herlighedens,undirected,jordan,1
halleluja,undirected,nazaret,1
herlighedens,undirected,nazaret,1
halleluja,undirected,jerusalem,1
halleluja,undirected,herlighedens,1
herlighedens,undirected,jerusalem,2
sinajbjerget,undirected,universets,1
egypten,undirected,sinajbjerget,2
gud,undirected,helvede,1
gud,undirected,peterskirken,1
gud,undirected,skærsilden,1
gud,undirected,rom,1
folkekirken,undirected,gud,1
gud,undirected,wartburg,1
helvede,undirected,peterskirken,1
helvede,undirected,skærsilden,2
helvede,undirected,wartburg,1
peterskirken,undirected,skærsilden,1
folkekirken,undirected,peterskirken,1
peterskirken,undirected,wartburg,1
rom,undirected,skærsilden,1
folkekirken,undirected,skærsilden,1
skærsilden,undirected,wartburg,1
rom,undirected,wartburg,1
folkekirken,undirected,wartburg,1
grindsted kirke,undirected,jerusalem,1
hedens domkirke,undirected,jerusalem,1
grindsted kirke,undirected,hedens domkirke,1
babel,undirected,grindsted kirke,1
babel,undirected,hedens domkirke,1
nordamerika,undirected,sverige,1
esbjerg,undirected,nordamerika,1
grindsted,undirected,københavn,1
grindsted,undirected,sønderborg slot,1
grindsted,undirected,sønderborg,1
grindsted,undirected,jylland,1
grindsted,undirected,syd og sønderjylland,1
grindsted,undirected,østeuropa,1
grindsted,undirected,litauen,1
københavn,undirected,sønderborg slot,1
københavn,undirected,syd og sønderjylland,1
københavn,undirected,litauen,1
jylland,undirected,sønderborg slot,1
syd og sønderjylland,undirected,sønderborg slot,1
sønderborg slot,undirected,østeuropa,1
litauen,undirected,sønderborg slot,1
jylland,undirected,sønderborg,1
syd og sønderjylland,undirected,sønderborg,1
sønderborg,undirected,østeuropa,1
litauen,undirected,sønderborg,1
jylland,undirected,syd og sønderjylland,1
jylland,undirected,østeuropa,2
jylland,undirected,litauen,1
syd og sønderjylland,undirected,østeuropa,1
litauen,undirected,syd og sønderjylland,1
litauen,undirected,østeuropa,1
gomorra,undirected,himmeriget,1
genezaret sø,undirected,himmeriget,1
himmeriget,undirected,sodoma,1
genezaret sø,undirected,gomorra,1
bibelens,undirected,universet,1
middelhavet,undirected,universet,1
folkekirkens,undirected,universet,1
noa ark,undirected,universet,1
bibelens,undirected,middelhavet,1
bibelens,undirected,folkekirkens,1
bibelens,undirected,noa ark,1
folkekirkens,undirected,middelhavet,1
middelhavet,undirected,noa ark,1
folkekirkens,undirected,sverige,1
noa ark,undirected,sverige,1
folkekirkens,undirected,usa,1
folkekirkens,undirected,noa ark,1
noa ark,undirected,usa,1
limfjorden,undirected,ribe,1
jylland,undirected,limfjorden,1
limfjorden,undirected,østeuropa,1
jylland,undirected,ribe,1
ribe,undirected,østeuropa,1
berlingoen,undirected,irak,1
danmark,undirected,golgatha,1
auchwitz,undirected,golgatha,1
birkenau,undirected,golgatha,1
golgatha,undirected,herlighedens,1
auchwitz,undirected,himlen,1
birkenau,undirected,himlen,1
auchwitz,undirected,danmark,1
birkenau,undirected,danmark,1
auchwitz,undirected,københavn,1
auchwitz,undirected,paradisets have,1
auchwitz,undirected,jerusalem,1
auchwitz,undirected,paradiset,1
auchwitz,undirected,birkenau,1
auchwitz,undirected,paradis,1
auchwitz,undirected,herlighedens,1
birkenau,undirected,københavn,1
herlighedens,undirected,københavn,1
birkenau,undirected,paradisets have,1
herlighedens,undirected,paradisets have,1
birkenau,undirected,jerusalem,1
birkenau,undirected,paradiset,1
herlighedens,undirected,paradiset,1
birkenau,undirected,paradis,1
birkenau,undirected,herlighedens,1
herlighedens,undirected,paradis,1
genève,undirected,rom,1
genève,undirected,helvede,1
genève,undirected,paradis,1
betesdas,undirected,irak,1
betesdas,undirected,syrien,1
golgata,undirected,hjerting kirke,1
golgata,undirected,tistrup,1
esbjerg,undirected,golgata,1
hjerting kirke,undirected,tistrup,1
esbjerg,undirected,tistrup,1
eden,undirected,kina,1
eden,undirected,helvede,1
eden,undirected,københavn,1
eden,undirected,england,1
eden,undirected,århus,1
aram,undirected,na,1
aram,undirected,israel,1
himmeriget,undirected,lateranpaladset,1
lateranpaladset,undirected,rom,1
jerusalem,undirected,lateranpaladset,1
lateranpaladset,undirected,sankt peters kirken,1
himmeriget,undirected,sankt peters kirken,1
jerusalem,undirected,sankt peters kirken,1
danmark,undirected,syd og midttyskland,1
grækenland,undirected,syd og midttyskland,1
bibelens,undirected,israels,1
babylon,undirected,bibelens,1
brugsens,undirected,eden,1
eden,undirected,ukraine,1
eden,undirected,krim,1
eden,undirected,usa,1
eden,undirected,syddjurs,1
brugsens,undirected,ukraine,1
brugsens,undirected,danmark,2
brugsens,undirected,rom,1
brugsens,undirected,krim,1
brugsens,undirected,usa,1
brugsens,undirected,syddjurs,1
syddjurs,undirected,ukraine,1
krim,undirected,rom,1
krim,undirected,syddjurs,1
syddjurs,undirected,usa,1
judæa,undirected,syriens,1
japan,undirected,syriens,1
ocean,undirected,syriens,1
jerusalems,undirected,syriens,1
syriens,undirected,world trade center,1
europas,undirected,syriens,1
matthæusevangeliet,undirected,syriens,1
filippinerne,undirected,syriens,1
haiti,undirected,syriens,1
lissabon,undirected,syriens,1
judæa,undirected,ocean,1
judæa,undirected,world trade center,1
europas,undirected,judæa,1
haiti,undirected,judæa,1
judæa,undirected,lissabon,1
jorden,undirected,ocean,1
jorden,undirected,world trade center,1
jorden,undirected,matthæusevangeliet,1
filippinerne,undirected,jorden,1
jorden,undirected,lissabon,1
japan,undirected,ocean,1
japan,undirected,world trade center,1
europas,undirected,japan,1
japan,undirected,matthæusevangeliet,1
japan,undirected,lissabon,1
jerusalems,undirected,ocean,1
ocean,undirected,world trade center,1
europas,undirected,ocean,1
matthæusevangeliet,undirected,ocean,1
filippinerne,undirected,ocean,1
haiti,undirected,ocean,1
lissabon,undirected,ocean,1
danmark,undirected,haiti,1
danmark,undirected,lissabon,1
jerusalems,undirected,world trade center,1
europas,undirected,jerusalems,1
jerusalems,undirected,lissabon,1
europas,undirected,world trade center,1
matthæusevangeliet,undirected,world trade center,1
filippinerne,undirected,world trade center,1
lissabon,undirected,world trade center,1
europas,undirected,matthæusevangeliet,1
europas,undirected,filippinerne,1
europas,undirected,haiti,1
europas,undirected,lissabon,1
filippinerne,undirected,matthæusevangeliet,1
haiti,undirected,matthæusevangeliet,1
lissabon,undirected,matthæusevangeliet,1
filippinerne,undirected,haiti,1
filippinerne,undirected,lissabon,1
haiti,undirected,lissabon,1
filippinerne,undirected,helvede,1
filippinerne,undirected,himmeriget,1
folkekirken,undirected,nazarets,1
folkekirkens,undirected,nazaret,1
folkekirkens,undirected,nazarets,1
peterskirkens,undirected,varde prosti,1
danmarks,undirected,varde prosti,1
peterskirken,undirected,varde prosti,1
den danske folkekirke,undirected,varde prosti,1
rom,undirected,varde prosti,1
jerusalem,undirected,varde prosti,1
san clementekirken,undirected,varde prosti,1
romerriget,undirected,varde prosti,1
pavens kirke,undirected,varde prosti,1
danmarks,undirected,peterskirkens,1
peterskirken,undirected,peterskirkens,1
den danske folkekirke,undirected,peterskirkens,1
jerusalem,undirected,peterskirkens,1
peterskirkens,undirected,san clementekirken,1
peterskirkens,undirected,romerriget,1
pavens kirke,undirected,peterskirkens,1
danmarks,undirected,peterskirken,1
danmarks,undirected,den danske folkekirke,1
danmarks,undirected,san clementekirken,1
danmarks,undirected,pavens kirke,1
den danske folkekirke,undirected,peterskirken,1
peterskirken,undirected,san clementekirken,1
pavens kirke,undirected,peterskirken,1
den danske folkekirke,undirected,san clementekirken,1
den danske folkekirke,undirected,romerriget,1
den danske folkekirke,undirected,pavens kirke,1
pavens kirke,undirected,rom,1
jerusalem,undirected,san clementekirken,1
jerusalem,undirected,pavens kirke,1
romerriget,undirected,san clementekirken,1
pavens kirke,undirected,san clementekirken,1
pavens kirke,undirected,romerriget,1
danmark,undirected,nørager,1
grønlands,undirected,nørager,1
australiens,undirected,nørager,1
afrikas,undirected,nørager,1
nørager,undirected,skarresø,1
australiens,undirected,danmark,1
australiens,undirected,grønlands,1
afrikas,undirected,grønlands,1
grønlands,undirected,skarresø,1
afrikas,undirected,australiens,1
australiens,undirected,skarresø,1
afrikas,undirected,skarresø,1
betlehem,undirected,skaberordet,1
nazaret,undirected,skaberordet,1
skaberordet,undirected,universets,1
det gyldne teater,undirected,facebook,1
det gyldne teater,undirected,nazaret,1
betlehem,undirected,det gyldne teater,1
korintherne,undirected,universet,1
korintherne,undirected,nazaret,1
himlen,undirected,urdybet,1
danmark,undirected,urdybet,1
himlen,undirected,mars,1
mars,undirected,thy,1
jerusalem,undirected,midtsjælland,1
midtsjælland,undirected,nazaret,1
himmerig,undirected,korset,1
egypten,undirected,paradisets have,1
nazaret,undirected,paradisets have,1
ans,undirected,helvede,1
fanden,undirected,kana,1
ans,undirected,fanden,1
ans,undirected,fønikien,1
fønikien,undirected,kapernaum,1
fønikien,undirected,kana,1
frankrig,undirected,fønikien,1
fønikien,undirected,israels hus,1
ans,undirected,kapernaum,1
ans,undirected,frankrig,1
ans,undirected,israels hus,1
israels hus,undirected,kapernaum,1
israels hus,undirected,kana,1
frankrig,undirected,israels hus,1
amerika,undirected,salomons søjlegård,1
riget,undirected,stalingrad,1
stalingrad,undirected,wittenberg,1
nazityskland,undirected,stalingrad,1
stalingrad,undirected,wartburg,1
riget,undirected,tyskland,1
riget,undirected,wittenberg,1
nazityskland,undirected,riget,1
riget,undirected,wartburg,1
nazityskland,undirected,wittenberg,1
nazityskland,undirected,wartburg,1
jerusalem,undirected,skovlunde kirke,1
hagens,undirected,jerusalem,1
danmark,undirected,stjernholm,1
helvede,undirected,stjernholm,1
stjernholm,undirected,templet,1
aarhus,undirected,stjernholm,1
jerusalem,undirected,stjernholm,1
christiansborg,undirected,grønland,1
danmarks,undirected,grønland,1
grindsted kirkehus,undirected,grønland,1
christiansborg,undirected,vejle,1
danmarks,undirected,vejle,1
grindsted kirkehus,undirected,vejle,1
christiansborg,undirected,grindsted kirkehus,1
danmarks,undirected,grindsted kirkehus,1
kirken,undirected,middelhavets,1
kirken,undirected,kristendommens,1
ans,undirected,kristendommens,1
israels,undirected,kristendommens,2
kana,undirected,kristendommens,1
ans,undirected,danmark,1
ans,undirected,jeriko,1
israel,undirected,jellingesten,1
helvede,undirected,jellingesten,1
helvede,undirected,jellingestenen,1
jellingesten,undirected,jellingestenen,1
bjerget,undirected,danmarks,1
danmarks,undirected,nice,1
bjerget,undirected,nice,1
bjerget,undirected,facebook,1
rom,undirected,worms,1
peterskirke,undirected,worms,1
himmels,undirected,universet,1
holme,undirected,universet,1
jordens undergang,undirected,universet,1
jorden,undirected,sverige,1
holme,undirected,jorden,1
holme,undirected,jordens,1
danmark,undirected,himmels,1
himmels,undirected,sverige,1
himmels,undirected,holme,1
himmels,undirected,jordens undergang,1
danmark,undirected,jordens undergang,1
holme,undirected,sverige,1
jordens undergang,undirected,sverige,1
holme,undirected,jordens undergang,1
holme,undirected,jerusalem,1
jerusalem,undirected,jordens undergang,1
krystalgade,undirected,syrien,1
krudttønden,undirected,middelhavet,1
krystalgade,undirected,middelhavet,1
krudttønden,undirected,nazaret,1
korinth,undirected,krudttønden,1
krystalgade,undirected,nazaret,1
korinth,undirected,nazaret,2
korinth,undirected,krystalgade,1
københavn,undirected,skærsilden,1
risskov,undirected,risskov psykiatriske,1
risskov psykiatriske,undirected,århus,1
afrika,undirected,vesterhav,1
mellemøsten,undirected,vesterhav,1
jordens,undirected,vesterhav,1
narnia,undirected,ocean,1
england,undirected,ocean,1
danmark,undirected,nytorv,1
herstedhøje,undirected,sydafrika,1
herrens mark,undirected,sydafrika,1
herrens mark,undirected,herstedhøje,1
jerusalem,undirected,jerusalem70,1
israel,undirected,jerusalem70,1
jerusalem70,undirected,templet,1
danmark,undirected,herstedvester landsby,1
dresden,undirected,tyskland,1
dresden,undirected,herstedvester landsby,1
herstedvester landsby,undirected,tyskland,1
kana,undirected,sahara,1
jorden,undirected,sahara,1
grækenland,undirected,løgumkloster kirke,1
grækenland,undirected,løgumkloster,1
løgumkloster kirke,undirected,rusland,1
løgumkloster,undirected,rusland,1
australien,undirected,montgomery,1
montgomery,undirected,århus,1
holland,undirected,århus,1
australien,undirected,nordvesttyskland,1
australien,undirected,århus,1
australien,undirected,london,1
nordvesttyskland,undirected,århus,1
københavnsområdet,undirected,paradiset,1
dalen,undirected,københavnsområdet,1
herstedvester kirkegård,undirected,jordens,1
danmark,undirected,herstedvester kirkegård,1
canada,undirected,herstedvester kirkegård,1
brasilien,undirected,herstedvester kirkegård,1
brasilien,undirected,jordens,1
amerika,undirected,lønneberg,1
herstedvester sogn,undirected,nazareth,1
canada,undirected,golgata,1
canada,undirected,gravkirken,1
ikea,undirected,turéllsk,1
københavn,undirected,turéllsk,1
ikea,undirected,københavn,1
herstedvester kirke,undirected,korset,1
herstedvester kirke,undirected,romerrigets,1
herstedvester kirke,undirected,århus,1
aaby kirke,undirected,herstedvester kirke,1
korset,undirected,romerrigets,1
aaby kirke,undirected,korset,1
aaby kirke,undirected,romerrigets,1
aaby kirke,undirected,århus,1
brugsens,undirected,jerusalems tempel,1
helsingør domkirke,undirected,jerusalems tempel,1
danmark,undirected,jerusalems tempel,1
gerizim,undirected,jerusalems tempel,1
jerusalems tempel,undirected,nazaret,1
jerusalems tempel,undirected,paradise hotel,1
jerusalems tempel,undirected,paradis,1
afrika,undirected,jerusalems tempel,1
brugsens,undirected,himlen,1
brugsens,undirected,helsingør domkirke,1
brugsens,undirected,gerizim,1
brugsens,undirected,nazaret,1
brugsens,undirected,paradise hotel,1
afrika,undirected,brugsens,1
helsingør domkirke,undirected,himlen,1
gerizim,undirected,himlen,1
himlen,undirected,paradise hotel,1
danmark,undirected,helsingør domkirke,1
gerizim,undirected,helsingør domkirke,1
helsingør domkirke,undirected,nazaret,1
helsingør domkirke,undirected,paradise hotel,1
helsingør domkirke,undirected,paradis,1
afrika,undirected,helsingør domkirke,1
danmark,undirected,gerizim,1
gerizim,undirected,nazaret,1
gerizim,undirected,paradise hotel,1
gerizim,undirected,paradis,1
afrika,undirected,gerizim,1
nazaret,undirected,paradise hotel,1
paradis,undirected,paradise hotel,1
afrika,undirected,paradise hotel,1
nineve,undirected,usa,1
betesda,undirected,europa,1
betlehem,undirected,pis,1
europas,undirected,pis,1
arles,undirected,pis,1
arles,undirected,betlehem,1
arles,undirected,europas,1
betlehem,undirected,cassiopeia,1
betlehem,undirected,herstedhøje,1
cassiopeia,undirected,herstedhøje,1
canada,undirected,england,1
danmark,undirected,torshavn,1
danmark,undirected,torshavns,1
færøerne,undirected,torshavn,1
torshavn,undirected,torshavns,1
færøerne,undirected,torshavns,1
bispebjerg kirkegård,undirected,herstedvester kirke,1
bispebjerg kirkegård,undirected,sønderjylland,1
aabenraa,undirected,bispebjerg kirkegård,1
bispebjerg kirkegård,undirected,danmarks,1
herstedvester kirke,undirected,sønderjylland,1
aabenraa,undirected,herstedvester kirke,1
danmarks,undirected,herstedvester kirke,1
aabenraa,undirected,danmarks,1
danmark,undirected,toronto,1
nøvling skole,undirected,villads,1
edens have,undirected,villads,1
livstræet,undirected,villads,1
ghana,undirected,villads,1
paradis,undirected,villads,1
nordjylland,undirected,villads,1
jerusalem,undirected,villads,1
kongsholmsparken,undirected,villads,1
edens have,undirected,nøvling skole,1
livstræet,undirected,nøvling skole,1
ghana,undirected,nøvling skole,1
nøvling skole,undirected,paradis,1
nordjylland,undirected,nøvling skole,1
jerusalem,undirected,nøvling skole,1
kongsholmsparken,undirected,nøvling skole,1
edens have,undirected,livstræet,1
edens have,undirected,ghana,1
edens have,undirected,nordjylland,1
edens have,undirected,kongsholmsparken,1
ghana,undirected,livstræet,1
livstræet,undirected,paradis,1
livstræet,undirected,nordjylland,1
jerusalem,undirected,livstræet,1
kongsholmsparken,undirected,livstræet,1
ghana,undirected,paradis,1
ghana,undirected,nordjylland,1
ghana,undirected,jerusalem,1
ghana,undirected,kongsholmsparken,1
nordjylland,undirected,paradis,1
kongsholmsparken,undirected,paradis,1
kongsholmsparken,undirected,nordjylland,1
jerusalem,undirected,kongsholmsparken,1
midtdjurs,undirected,roms,1
genesaret sø,undirected,skagen,1
utøya,undirected,vejle,1
utøya,undirected,zigzag,1
norge,undirected,vejle,1
norge,undirected,zigzag,1
vejle,undirected,zigzag,1
dannevirke,undirected,jepsen græsplæne,1
jepsen græsplæne,undirected,jeriko,1
jepsen græsplæne,undirected,vestjylland,1
jepsen græsplæne,undirected,tarm,1
byen,undirected,jepsen græsplæne,1
jepsen græsplæne,undirected,vestbredden,1
dannevirke,undirected,vestjylland,1
dannevirke,undirected,tarm,1
byen,undirected,dannevirke,1
jeriko,undirected,tarm,1
byen,undirected,jeriko,1
tarm,undirected,vestjylland,1
vestbredden,undirected,vestjylland,1
byen,undirected,tarm,1
tarm,undirected,vestbredden,1
byen,undirected,vestbredden,1
løgstrup,undirected,rytterskolen,1
bibelens,undirected,jordens,1
bibelens,undirected,nordsjælland,1
bibelens,undirected,london,1
jordens,undirected,nordsjælland,1
london,undirected,nordsjælland,1
kolind,undirected,roms,1
roms,undirected,usa,1
albertslund,undirected,linde allé,1
herstedvester kirke,undirected,linde allé,1
esajas,undirected,linde allé,1
albertslund,undirected,herstedvester kirke,1
albertslund,undirected,esajas,1
esajas,undirected,herstedvester kirke,1
egypten,undirected,mittenwalde,1
egypten,undirected,mittenwald,1
berlin,undirected,egypten,1
mittenwald,undirected,mittenwalde,1
betlehem,undirected,mittenwalde,1
berlin,undirected,mittenwald,1
betlehem,undirected,mittenwald,1
herstedvester kirke,undirected,kirken,1
københavn,undirected,londons,1
blåtårn,undirected,danmark,2
korset,undirected,saharaørkenen,1
palmen,undirected,saharaørkenen,1
jerusalem,undirected,palmen,1
korset,undirected,palmen,1
danmark,undirected,isil,1
isil,undirected,jeriko,1
isil,undirected,jerusalem,1
egypten,undirected,horeb bjerg,1
bornholm,undirected,brøndby stadion,1
bornholm,undirected,voldborg,1
brøndby stadion,undirected,voldborg,1
finland,undirected,israel,1
nazaret,undirected,syddjurs,1
barndommens,undirected,danmark,1
barndommens land,undirected,danmark,1
barndommens,undirected,barndommens land,1
brøndby strand,undirected,herstedvester kirke,1
brøndby strand,undirected,jordens,1
herstedvester kirke,undirected,jordens,1
jerusalem,undirected,århus midtby,1
albertslund,undirected,drivhuset,1
egypten,undirected,svikmøllen,1
jordens,undirected,vestskoven,1
bethlehem,undirected,vestskoven,1
herstedhøje,undirected,vestskoven,1
københavn,undirected,vestskoven,1
herstedhøje,undirected,jordens,1
bethlehem,undirected,herstedhøje,1
herstedhøje,undirected,københavn,1
djursland,undirected,lillebælt,1
byhallen,undirected,djursland,1
djursland,undirected,midelfart kirke,1
djursland,undirected,hjallerup,1
djursland,undirected,snoghøj,1
djursland,undirected,tved,1
djursland,undirected,mamrelund,1
lillebælt,undirected,thy,1
byhallen,undirected,lillebælt,1
lillebælt,undirected,midelfart kirke,1
hjallerup,undirected,lillebælt,1
lillebælt,undirected,snoghøj,1
lillebælt,undirected,tved,1
lillebælt,undirected,mamrelund,1
byhallen,undirected,thy,1
midelfart kirke,undirected,thy,1
hjallerup,undirected,thy,1
snoghøj,undirected,thy,1
thy,undirected,tved,1
mamrelund,undirected,thy,1
byhallen,undirected,midelfart kirke,1
byhallen,undirected,hjallerup,1
byhallen,undirected,snoghøj,1
byhallen,undirected,tved,1
byhallen,undirected,mamrelund,1
hjallerup,undirected,midelfart kirke,1
midelfart kirke,undirected,snoghøj,1
midelfart kirke,undirected,tved,1
mamrelund,undirected,midelfart kirke,1
hjallerup,undirected,snoghøj,1
hjallerup,undirected,tved,1
hjallerup,undirected,mamrelund,1
snoghøj,undirected,tved,1
mamrelund,undirected,snoghøj,1
mamrelund,undirected,tved,1
danmark,undirected,jordanegnen,1
jordanegnen,undirected,svendborg,1
jordan,undirected,jordanegnen,1
jordanegnen,undirected,kasper,1
jordanegnen,undirected,jordanfloden,1
judæa,undirected,svendborg,1
judæa,undirected,kasper,1
danmark,undirected,kasper,1
jordan,undirected,svendborg,1
kasper,undirected,svendborg,1
jordanfloden,undirected,svendborg,1
jordan,undirected,kasper,1
jerusalem,undirected,kasper,1
jordanfloden,undirected,kasper,1
syrien,undirected,tyrus,2
cambodja,undirected,syrien,1
sydsudan,undirected,tyrus,1
cambodja,undirected,tyrus,1
sidon,undirected,sydsudan,1
cambodja,undirected,sidon,1
cambodja,undirected,sydsudan,1
blåtårn,undirected,bornholm,1
plænen,undirected,tivoli,1
føtex,undirected,tivoli,1
tiberias,undirected,tivoli,1
danmark,undirected,plænen,1
danmark,undirected,føtex,1
danmark,undirected,tiberias,1
føtex,undirected,plænen,1
plænen,undirected,tiberias,1
føtex,undirected,tiberias,1
danmark,undirected,grenå kirke,1
grenå kirke,undirected,israel,1
israel,undirected,østjylland,1
grenå kirke,undirected,østjylland,1
heidelberg,undirected,tyskland,1
aarhus,undirected,slagelse,1
betlehem,undirected,slagelse,1
aarhus,undirected,golgata,1
gethsemane,undirected,new york,1
n y,undirected,new york,1
new york,undirected,pakistan,1
gethsemane,undirected,n y,1
gethsemane,undirected,pakistan,1
n y,undirected,pakistan,1
jorden,undirected,sinaiørkenen,1
genesaret,undirected,jorden,1
amerika,undirected,sinaiørkenen,1
horeb,undirected,sinaiørkenen,1
genesaret,undirected,sinaiørkenen,1
nazaret,undirected,sinaiørkenen,1
amerika,undirected,horeb,1
amerika,undirected,genesaret,1
genesaret,undirected,horeb,1
horeb,undirected,nazaret,1
nazityskland,undirected,new york,1
new york,undirected,schweiz,1
irak,undirected,schweiz,1
nazityskland,undirected,vesten,1
schweiz,undirected,vesten,1
nazityskland,undirected,schweiz,1
paradis,undirected,schweiz,1
danmark,undirected,kirkebænken,1
genesaret sø,undirected,kirkebænken,1
münchen,undirected,tyskland,1
tyskland,undirected,ulveskansen,1
bürgerbräukeller,undirected,tyskland,1
münchen,undirected,ulveskansen,1
bürgerbräukeller,undirected,münchen,1
bürgerbräukeller,undirected,ulveskansen,1
gethsemane,undirected,vestre fængsel,1
sønderjyllands,undirected,vestre fængsel,1
bovrup,undirected,vestre fængsel,1
aabenraa,undirected,vestre fængsel,1
gethsemane,undirected,sønderjyllands,1
bovrup,undirected,gethsemane,1
aabenraa,undirected,gethsemane,1
bovrup,undirected,sønderjyllands,1
københavn,undirected,sønderjyllands,1
aabenraa,undirected,sønderjyllands,1
bovrup,undirected,københavn,1
aabenraa,undirected,bovrup,1
aabenraa,undirected,københavn,1
hiroshima,undirected,tyskland,1
nagasaki,undirected,tyskland,1
tyrus,undirected,tysklands,1
sdr,undirected,tyrus,1
nazaret,undirected,tyrus,1
galilæas,undirected,tyrus,1
betlehem,undirected,tyrus,1
betsajda,undirected,tysklands,1
betsajda,undirected,sdr,1
betlehem,undirected,betsajda,1
betsajda,undirected,jylland,1
sodoma,undirected,tysklands,1
sidon,undirected,tysklands,1
kapernaum,undirected,tysklands,1
sdr,undirected,tysklands,1
nazaret,undirected,tysklands,1
galilæas,undirected,tysklands,1
betlehem,undirected,tysklands,1
jylland,undirected,tysklands,1
sdr,undirected,sodoma,1
nazaret,undirected,sodoma,1
jylland,undirected,sodoma,1
sdr,undirected,sidon,1
galilæas,undirected,sidon,2
kapernaum,undirected,sdr,1
jylland,undirected,kapernaum,1
nazaret,undirected,sdr,1
galilæas,undirected,sdr,1
betlehem,undirected,sdr,1
betlehem,undirected,jylland,1
danmark,undirected,dekapolis,1
dekapolis,undirected,københavn,1
australien,undirected,dekapolis,1
dekapolis,undirected,sidon,1
dekapolis,undirected,facebook,1
dekapolis,undirected,galilæas,1
dekapolis,undirected,tommelfinger,1
danmark,undirected,tommelfinger,1
australien,undirected,københavn,1
københavn,undirected,sidon,1
galilæas,undirected,københavn,1
københavn,undirected,tommelfinger,1
australien,undirected,sidon,1
australien,undirected,galilæas,1
australien,undirected,tommelfinger,1
facebook,undirected,sidon,1
sidon,undirected,tommelfinger,1
facebook,undirected,galilæas,1
facebook,undirected,tommelfinger,1
galilæas,undirected,tommelfinger,1
siloa,undirected,wittenberg,1
jerusalems,undirected,wittenberg,1
berlin,undirected,wittenberg,1
israels,undirected,siloa,1
berlin,undirected,israels,1
afghanistan,undirected,preussen,1
preussen,undirected,skanse,1
preussen,undirected,roager,1
preussen,undirected,skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,1
preussen,undirected,spandet,1
broagerland,undirected,preussen,1
afghanistan,undirected,skanse,1
afghanistan,undirected,roager,1
afghanistan,undirected,skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,1
afghanistan,undirected,spandet,1
afghanistan,undirected,dybbøl,1
afghanistan,undirected,broagerland,1
roager,undirected,skanse,1
danmark,undirected,skanse,1
skanse,undirected,sønderjylland,1
skanse,undirected,skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,1
skanse,undirected,spandet,1
dybbøl,undirected,skanse,1
broagerland,undirected,skanse,1
danmark,undirected,roager,1
roager,undirected,sønderjylland,1
roager,undirected,skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,1
roager,undirected,spandet,1
dybbøl,undirected,roager,1
broagerland,undirected,roager,1
danmark,undirected,skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,1
danmark,undirected,spandet,1
broagerland,undirected,danmark,1
skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,undirected,sønderjylland,1
spandet,undirected,sønderjylland,1
dybbøl,undirected,sønderjylland,1
broagerland,undirected,sønderjylland,1
skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,undirected,spandet,1
dybbøl,undirected,skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,1
broagerland,undirected,skanse 4 som ligger tilbagetrukket og afstanden for de preussiske angribere,1
dybbøl,undirected,spandet,1
broagerland,undirected,spandet,1
broagerland,undirected,dybbøl,1
amagerbrogade,undirected,københavns hovedbanegård,1
amagerbrogade,undirected,brønshøj,1
amagerbrogade,undirected,månen,1
amagerbrogade,undirected,ballum enge,2
brønshøj,undirected,københavns hovedbanegård,1
københavns hovedbanegård,undirected,månen,1
ballum enge,undirected,københavns hovedbanegård,1
brønshøj,undirected,månen,1
ballum enge,undirected,brønshøj,1
ballum enge,undirected,månen,1
nazareth,undirected,nazityskland,1
hundredemeterskoven,undirected,jerusalem,1
asens baand,undirected,hundredemeterskoven,1
asens baand,undirected,jerusalem,1
gudsriget,undirected,østerland,1
hvidsten,undirected,syrien,1
syrien,undirected,tåsinge,1
sydfyn,undirected,syrien,1
rige,undirected,syriens,1
hvidsten,undirected,rige,1
damaskus,undirected,rige,1
rige,undirected,tåsinge,1
rige,undirected,sydfyn,1
paradiset,undirected,rige,2
hvidsten,undirected,syriens,1
damaskus,undirected,syriens,1
syriens,undirected,tåsinge,1
sydfyn,undirected,syriens,1
paradiset,undirected,syriens,1
damaskus,undirected,hvidsten,1
hvidsten,undirected,tåsinge,1
hvidsten,undirected,sydfyn,1
hvidsten,undirected,paradiset,1
hvidsten,undirected,nazareth,1
damaskus,undirected,tåsinge,1
